learning epoch:  1 ...
preds:  ['Expansion.Instantiation.', 'Temporal.Asynchronous', 'Contingency.Condition', 'Temporal.Asynchronous', 'Repetition', 'Temporal. Asynchronous', 'Comparison.Contrast', 'Contusionance.Construction.Construction.Construction.Construction.Construction.', 'Contingency.', 'Contingency.', 'Repetition', 'Repetition is a repetition for a remittance.', 'Comparison.', 'Comparison.', 'Contingency.', 'Comparison.Contribution']  | target:  ['Expansion.Instantiation', 'Temporal.Asynchronous', 'Contingency.Condition', 'Temporal.Asynchronous', 'Repetition', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Condition', 'Repetition', 'Repetition', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Condition', 'Comparison.Concession']
preds:  ['Contingency.Cause', 'Contingency.Cause', 'Comparison.', 'temporal.Asynchronous', 'Comparison. Conference Comparison. Comparison. Conference Comparison. Conference Comparison. Conference Comparison. Conference Comparison. Conference Comparison. Conference Comparison', 'Contingency.Goal', 'Contingency.Condition.', 'Expansion. Conjunction.', 'Comparison. Compare. Compare. Compare. Comparison. Compare. Compare. Compare. Compare. Compare. Compare. Compare.', 'Expansion.Retirement', 'Contingency.', 'Contingency.', 'Expansion.', 'Contingency.Condition', 'Comparison. Comparison.Configure.Conte.Conte.Conte.Conte.', 'Expansion.Restatement']  | target:  ['Contingency.Cause', 'Contingency.Cause', 'Comparison.Contrast', 'Temporal.Asynchronous', 'Comparison.Concession', 'Contingency.Goal', 'Contingency.Condition', 'Expansion.Conjunction', 'Comparison.Contrast', 'Expansion.Restatement', 'Contingency.Goal', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Condition', 'Comparison.Contrast', 'Expansion.Restatement']
preds:  ['comparison.', 'Containing.Cause', '           ', 'Expansion.Alternative', 'Contingency. Contingency.', ' a          ', 'Repetition is a resounding resounding resounding resounding re', 'Contingency.Conference', 'Contingency.', 'Expansion. Instantiation.', 'Contingency.Cause', 'Contingency.Goal.Goal.Goal.Goal.Goal.Goal.Goal', 'Expansion.Conjuncation: Expansion.Conjunction: Expansion.Conjunction', 'Expansion.Restatement', 'Interrupted', 'Expansion.Conjunction']  | target:  ['Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Alternative', 'Contingency.Condition', 'Contingency.Cause', 'Repetition', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Instantiation', 'Contingency.Cause', 'Contingency.Goal', 'Expansion.Conjunction', 'Expansion.Restatement', 'Interrupted', 'Expansion.Conjunction']
preds:  ['Temporal.Asynchronous', 'Compartition.Concession.Concession.Concession.Concession.Concession.Concession.Concession', 'Comparison.', 'Comparison.Concession.', 'Contingency.Cause', 'Contingency. Contingency. Contingency. Contingency. Contingency. Contingency.', 'Contingency.Condition', 'Repetition', 'Temporal.Asynchronous', 'Concessions: Concessions: Concessions: Concessions: Concessions: Concessions:', 'Temporal.Astral.Aserial.Aserial.Aserial.', 'Expansion.Restatement', 'Responses to the repression of the Soviet Union', 'Temporal.Asynchronous', '           ', 'Expansion.Restated.']  | target:  ['Temporal.Asynchronous', 'Comparison.Concession', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Condition', 'Contingency.Condition', 'Repetition', 'Temporal.Asynchronous', 'Comparison.Concession', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Repetition', 'Temporal.Asynchronous', 'Contingency.Condition', 'Expansion.Restatement']
preds:  ['Contingency.Cause', 'Continition. Content. Continingency. Continition. Continction. Continingency.', '           ', '............', 'Expansion.', 'Contingency. Contingency. Contingency.', 'Contamination.Case.Case.Case.Case', 'Expansion. Instantiation.', 'Comparison. Comparison. Comparison. Comparison.', 'Expansion.Restatement', 'Repetition', 'Continency.', 'Comparison.', 'Temporal.Atta', 'Contingency.Cause', 'Comparison. Comparison.']  | target:  ['Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Restatement', 'Contingency.Goal', 'Contingency.Cause', 'Expansion.Instantiation', 'Comparison.Concession', 'Expansion.Restatement', 'Repetition', 'Contingency.Cause', 'Comparison.Concession', 'Temporal.Asynchronous', 'Contingency.Cause', 'Comparison.Contrast']
preds:  ['Contingency.Cause', 'Comparison.Concession.Concession. Comparison.Concession.Concession.Concession.Concession.', 'Contingency.Condition', 'Comparison.', 'Temporary.Asc', '............', 'Expansion.Restatement', '           ', 'Temporal.Asynchronous', 'Expansion.', 'Comparison. Concessions. Comparison. Concessions. Comparison. Concessions.', 'Contingency.Cause.', 'Temporary.Asynchronous.', '           ', 'Expansion.Consultation.', 'Contingency.']  | target:  ['Contingency.Cause', 'Comparison.Concession', 'Contingency.Condition', 'Comparison.Concession', 'Temporal.Asynchronous', 'Contingency.Cause', 'Expansion.Restatement', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Goal', 'Expansion.Conjunction', 'Contingency.Goal']
preds:  ['Repetition', 'Expansion. Conjunction', 'Interrupted', 'Expansion.Restatement', 'Contingency.', 'Contingency.Condition', 'Contingency.Condition.Convention.Condition.Convention.Condition.Condition.Condition', '           ', 'Temporal.Ascentic.Ascial.Ascial.Asc', 'Repulsion: Repulsion', '           ', 'Compare. Compare. Compare. Compare. Compare. Compare. Compare. Compare. Compare. Compare. Compare. Compare.', 'Expansion.', 'Expansion.Instantiation', 'Temporal.Asynchronous', 'Contingency.Cause']  | target:  ['Repetition', 'Expansion.Conjunction', 'Interrupted', 'Expansion.Restatement', 'Contingency.Condition', 'Contingency.Condition', 'Contingency.Condition', 'Contingency.Condition', 'Temporal.Asynchronous', 'Repetition', 'Contingency.Cause', 'Comparison.Contrast', 'Expansion.Conjunction', 'Expansion.Instantiation', 'Temporal.Asynchronous', 'Contingency.Cause']
preds:  ['Temporal.Asynchronous', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Retiredness is a result of adolescence. Retiredness is a result', 'Contingency.', 'Contingency.Cause', 'Expansion. Conjunction.', 'Repetition', 'Contency.', 'Interrupted', 'Comparison.Contrast', 'Expansion.Construction.', 'Comparison.', 'Comparison. Comparison. Comparison.', 'Contingency.Cause', 'Expansion.Restatement']  | target:  ['Temporal.Asynchronous', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Repetition', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Repetition', 'Contingency.Cause', 'Interrupted', 'Comparison.Contrast', 'Expansion.Conjunction', 'Comparison.Contrast', 'Comparison.Contrast', 'Contingency.Cause', 'Expansion.Restatement']
preds:  ['Expansion.Conjunction', 'Expansion.Conjunction', 'comparison.Contstaining.com/contrast.com/contstain.com/con', 'Expansion.Restatement', 'Contingency.Goal', 'Expansion.Conjunction', 'Temporal.Asynchronous', '           ', 'Rejection is a reaction to the retaliation of the opposition.', '           ', 'Contingency.', 'Tempral. Synchrony', 'Contingency. Goal', 'Contingency.Cause', 'Expansion.Conceasor.Conjunction.Construction.Construction.Construction', 'The repulsion of the repulsion of the repulsion of the repulsion of the repulsion']  | target:  ['Expansion.Conjunction', 'Expansion.Conjunction', 'Comparison.Contrast', 'Expansion.Restatement', 'Contingency.Goal', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Condition', 'Repetition', 'Expansion.Conjunction', 'Contingency.Cause', 'Temporal.Synchrony', 'Contingency.Goal', 'Contingency.Cause', 'Expansion.Conjunction', 'Repetition']
preds:  ['Repetition is a television series based on a series of episodes of the same series aired by', 'Temporal. Asynchronous.', 'Deflation. Deflation. Deflation. Deflation. Deflation. Deflation.', 'Expansion.Restatement', 'Contingency.convention', 'Expansion.Conjunction', 'Comparison. Contribution. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison.', 'Transitions.Construction.Construction.Construction.Construction.Construction.Con', 'Comparison.Contribution.Contribution: Contribution. Contribution: ', 'Comparison.Conversation.Contribution.Conversation.Contra.Conversation.Contribution', 'Contingency.', 'Contingency.Cause', 'Contingency.', 'Expansion. Restatement', 'Repetition is the title of a song titled "Repetition" which was released as a single', 'Expansion.Alternative']  | target:  ['Repetition', 'Temporal.Asynchronous', 'Contingency.Goal', 'Expansion.Restatement', 'Contingency.Condition', 'Expansion.Conjunction', 'Comparison.Concession', 'Expansion.Conjunction', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', 'Repetition', 'Expansion.Alternative']
preds:  ['Temporal.Astrial.', 'Contingency.', 'Contingency.Cause', 'Comparison. Facts. Facts. Facts. Facts. Facts. Facts. Facts. Fact', 'Expansion.Restatement', 'Comparison. Contrary.', 'Expansion.Conjunction', 'Contingency.Cause', 'Temporal.Syrony', '           ', 'Contingency.', 'Expansion.', 'Expansion.', 'Expansion.Conjunction.Expansion.Expansion.Conjunction.expansion.', 'Expansion.Restatement', 'Contingency.Cause causes']  | target:  ['Temporal.Asynchronous', 'Contingency.Condition', 'Contingency.Cause', 'Comparison.Concession', 'Expansion.Restatement', 'Comparison.Contrast', 'Expansion.Conjunction', 'Contingency.Cause', 'Temporal.Synchrony', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Alternative', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Restatement', 'Contingency.Cause']
preds:  ['Contingency.Cause', 'Comparison.', 'Expansion. Conjunction', 'Constipation. Conspiracy. Conspiracy. Conspiracy. Conspiracy. Conspiracy.', 'Comparison.Concession.', 'comparison.', 'Contingency.Causes.', 'Expansion.Restatement', 'Contingency.Cause', '           ', 'Expansion.Alternative', 'Contingency.Condition', 'Expansion.Restatement', 'Expansion.Conjunction.Conjunction', 'Expansion.Restatement', 'Expansion.Reducement']  | target:  ['Contingency.Cause', 'Comparison.Concession', 'Expansion.Conjunction', 'Contingency.Cause', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.Concession', 'Expansion.Alternative', 'Contingency.Condition', 'Expansion.Restatement', 'Expansion.Conjunction', 'Expansion.Restatement', 'Expansion.Restatement']
preds:  ['Temporal.Synchry', 'Expansion.', 'Contingency.', 'Temporal.Asynchronous', 'Contingency.Cause', 'asynchronous. asynchronous. asynchronous. asynchronous. asynchronous ', 'Comparison. Comparison.', 'Temporal.Asynchronous', 'contingency.Cause.', 'Contingency.', 'Expansion.Conjunction.', 'Comparison.', 'Contingency. Cause', 'Expansion..Residement', 'Comparison.Concession', 'Expansion.Instantiation']  | target:  ['Temporal.Synchrony', 'Expansion.Restatement', 'Contingency.Goal', 'Temporal.Asynchronous', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement', 'Comparison.Concession', 'Expansion.Instantiation']
preds:  ['Interrupted', 'Contingency.', 'Contour.Causes', 'Temporal.Asynchronous', 'Temporary.Synchony', 'Contingency.Condition', 'Expansion.Restatement.', 'Temporal.Assignment', 'Contingency.Cause', 'Temporal. Asynchronous.', 'Comparison.', 'Contingency.Capes.Capes.Capes.Capes.', 'Expansion.Instantiation', 'Temporal.Asynchronous.', 'Contingency.Cause', 'Comparison.Containment.Containment.Containment.Contain']  | target:  ['Interrupted', 'Contingency.Condition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Temporal.Synchrony', 'Contingency.Condition', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Instantiation', 'Temporal.Asynchronous', 'Contingency.Cause', 'Comparison.Contrast']
preds:  ['Temporal.Synchrony', 'Contingency.Conference. Contingency.Condition. Contingency.Condition.', 'Comparison.Construction.Construction.Construction.Construction.Construction.Cons', 'Interrupted', 'Temporal.Asynchronous', 'Comparison.', 'Contingency.Conscription', 'Temporal.Assignment', 'Contumbing.Cause.Cause', 'Comparison.', 'Contingency. Cause', 'Expansion.Reducement', 'Contaminating.Conventional.Conventional.Conventional.Conventional.Conventional', 'Contingency.', 'comparison of a respiritor of a respiritor of a re', 'Temporal.Astr.Astr.Ast.Ast.Ast']  | target:  ['Temporal.Synchrony', 'Contingency.Condition', 'Comparison.Concession', 'Interrupted', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Contingency.Condition', 'Temporal.Asynchronous', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Condition', 'Contingency.Cause', 'Comparison', 'Temporal.Asynchronous']
preds:  ['Temporal.Synchrony', 'Temporal.Asynergic.Asynergic.asynergic', 'Comparison. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison. Competition. Comparison. Comparison. Comparison. Comparison.', 'Contingency.', 'Reception is a recurring theme in a series of events. Reception is a recurring theme in', 'Contingency.Goal', 'Contingency.', 'Temporal.Assynchronous.', 'Temporal.Asynchronous.Asynchronous.', 'Expansion.', 'Contagion.Cause', 'Interrupted', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.', 'Contingency.Goal']  | target:  ['Temporal.Synchrony', 'Temporal.Asynchronous', 'Comparison.Concession', 'Contingency.Cause', 'Repetition', 'Contingency.Goal', 'Contingency.Goal', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Cause', 'Interrupted', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Contingency.Goal']
preds:  ['Contingency.Cause', 'Expansion.Conjunction', '. 0 0 0 0 0 0 0 0 0 0 0', 'Repulsion', 'Contingency.', 'Contingency.Cause', 'Expansion.', 'Repetition', 'Temporary. Asynchronous', 'Confederation of the United States of America - United States of America - United States - United States ', 'Contingency.Cause', 'Contingency.', '............', 'Expansion.Restatement', 'Contingency.Cause', 'Temporal.Answer:']  | target:  ['Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause', 'Repetition', 'Contingency.Goal', 'Contingency.Cause', 'Expansion.Restatement', 'Repetition', 'Temporal.Asynchronous', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Temporal.Asynchronous']
preds:  ['Contingency.Cause', 'Contingency.', 'Comparison.Convention', 'Repetition', 'Contingency.', 'Expansion.Conjunction', 'Contingency.Goal. Contingency.Goal', 'Repetition is a form of repulsion. It is a form of repulsion.', 'Differences.com - Wikipedia - Wikipedia - Wikipedia.com - Wikipedia - Wikipedia - Wikipedia', 'Contingency.', 'Expansion.Restatement', 'Expansion.Restatement', 'Repetition: The Repetition is a satirical satirical satirical political', 'Comparison. Concession.', 'Contingency.Cause', 'Expansion.Restatement']  | target:  ['Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Repetition', 'Contingency.Goal', 'Expansion.Conjunction', 'Contingency.Goal', 'Repetition', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement', 'Expansion.Restatement', 'Repetition', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement']
preds:  ['Contingency.Goal', 'Expansion.Conjunction.', 'Comparison.', 'Contingency.', 'Expansion.Restatement', 'Contingency.', 'Expansion.Restatement', 'Contingency.Cause', 'Contingency.', 'Expansion.Conjunction', 'Temporal. Asynchronous.', 'Expansion.', 'Expansion.', 'Contingency.Cause', 'Temporal.Asynchronous.', 'Contingency.Cause']  | target:  ['Contingency.Goal', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Condition', 'Expansion.Restatement', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Expansion.Conjunction', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Cause']
preds:  ['Temporal.Assembly.Assembly', 'Expansion.Conjunction', 'Comparison of the prices. Comparison of the prices. Comparison of the prices. Comparison of the prices.', 'Expansion.Conjunction', 'Expansion. Restatement', 'Repetition: Repetition: Repetition: Repetition: Repetition: Repetition:', 'Contingency.', 'Expansion.Conjunction.', 'Temporal.Asynchronous', 'Contingency. Factors. Factors. Factors Factors. Factors Factor', 'Remains are a part of a series of novels, novels and short stories, which are based on', 'Repetition', 'Contingency.Cause', '           ', 'Contingency.Goal', '           ']  | target:  ['Temporal.Asynchronous', 'Expansion.Conjunction', 'Comparison.Concession', 'Expansion.Conjunction', 'Expansion.Restatement', 'Repetition', 'Contingency.Cause', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Cause', 'Repetition', 'Repetition', 'Contingency.Cause', 'Contingency.Goal', 'Contingency.Goal', 'Expansion.Conjunction']
preds:  ['Comparison.Contralation.Comparation.Comparation.Contralation.Comparation.Compar', 'Contingency.', 'Comparison.', 'contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.', 'Contingency.', 'Comparison.', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Comparison. Comparison.', 'Contingency.', 'Contingus.Cause', '           ', 'Comparison.Contrast']  | target:  ['Comparison.Contrast', 'Contingency.Goal', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Condition', 'Comparison.Concession', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Comparison.Concession', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Condition', 'Comparison.Contrast']
