learning epoch:  1 ...
preds:  ['e', 'e', 'progression of', '-', 'joint ', 'enablement', 'e', 'e', 'enablement', 'is ', 'e', 'joint venture', 'e', 'b', 'b', 'e']  | target:  ['elab-addition', 'elab-addition', 'progression', 'manner-means', 'joint', 'enablement', 'elab-addition', 'elab-addition', 'enablement', 'attribution', 'elab-addition', 'joint', 'elab-addition', 'bg-general', 'bg-general', 'elab-addition']
preds:  ['e', 'e', 'e', 'progression of', 'b', 'enablement', 'e', 'b', 'b', 'e', 'joint joint', 'e', 'joint is', 'enablement', 'b', 'enablement']  | target:  ['elab-addition', 'elab-addition', 'elab-addition', 'progression', 'bg-general', 'enablement', 'elab-addition', 'bg-general', 'bg-general', 'elab-addition', 'joint', 'evaluation', 'joint', 'enablement', 'bg-general', 'enablement']
preds:  ['e', 'b', 'b', 'a', 'a', 'joint joint', 'e', 'a', "'", 'joint', 'e', 'e', 'evaluation', 'e', 'contrast to', 'e']  | target:  ['elab-addition', 'bg-goal', 'bg-general', 'attribution', 'evaluation', 'joint', 'elab-addition', 'result', 'joint', 'joint', 'elab-addition', 'elab-addition', 'evaluation', 'elab-addition', 'contrast', 'elab-enumember']
preds:  ['e', 'g', 'contrast ', 'e', 'joint ', 'e', 'joint venture', 'e', 'b', 'exp-', 'e', 'e', 'enablement', 'e', 'attribution', 'e']  | target:  ['elab-addition', 'bg-goal', 'contrast', 'elab-addition', 'joint', 'elab-addition', 'joint', 'elab-addition', 'bg-general', 'exp-reason', 'elab-addition', 'elab-addition', 'enablement', 'elab-process_step', 'attribution', 'elab-addition']
preds:  ['e', 'enablement', 'e', 'a', '-', 'enables', 'b', 'a', 'joint joint', 'attribution', 'b', 'i', 'a', 'enablement', 'contrast', 'b']  | target:  ['elab-addition', 'enablement', 'elab-addition', 'progression', 'evaluation', 'enablement', 'bg-general', 'enablement', 'joint', 'attribution', 'bg-general', 'result', 'attribution', 'enablement', 'contrast', 'bg-general']
preds:  ['e', 'b', 'e', 'enable', 'vehicular', 'e', '-', 'enablement', 'he', 'e', 'en', 'a', '-', 'e', 'a', 'e']  | target:  ['elab-addition', 'bg-general', 'elab-addition', 'enablement', 'enablement', 'evaluation', 'joint', 'enablement', 'result', 'elab-addition', 'enablement', 'result', 'elab-addition', 'elab-addition', 'contrast', 'elab-addition']
preds:  ['summary:', 'e', 'with the', 'attribution', 'joint venture', 'Joints', 'joint ', 'enablement', 'evaluations', 'e', 'e', 'e', 'ex-', 'e', 'enablement', 'can be']  | target:  ['summary', 'evaluation', 'joint', 'attribution', 'joint', 'joint', 'joint', 'enablement', 'evaluation', 'elab-addition', 'elab-addition', 'elab-addition', 'exp-reason', 'elab-addition', 'enablement', 'enablement']
preds:  ['ent', 'manner-', 'e', 'e', 'e', 'o', 'e', 'joint ', 'togetherness', 'a', 'co-', 'enablement', 'a', 'members of', 'b', 'joint:']  | target:  ['enablement', 'manner-means', 'elab-addition', 'elab-aspect', 'elab-addition', 'joint', 'elab-addition', 'joint', 'joint', 'attribution', 'joint', 'enablement', 'attribution', 'joint', 'bg-general', 'joint']
preds:  ['b', 'e', 'e', 'e', 'joint,', 'joint with', 'enablement', 'e', 'evaluation of', 'b', '', 'enablement', 'manner-', 'enablement', 'e', 'enablement']  | target:  ['bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'joint', 'enablement', 'elab-addition', 'evaluation', 'bg-general', 'attribution', 'enablement', 'manner-means', 'enablement', 'elab-addition', 'enablement']
preds:  ['e', 'e', 'joint joint', 'b', 'a', 'e', 'e', 'joint ', 'enablement', 'e', 'e', 'enablement', 'jointness', 'evaluation', 'e', 'e']  | target:  ['elab-addition', 'elab-addition', 'joint', 'bg-general', 'attribution', 'elab-addition', 'elab-addition', 'joint', 'enablement', 'elab-addition', 'elab-addition', 'enablement', 'joint', 'evaluation', 'elab-addition', 'elab-addition']
preds:  ['e', 'b', 'evaluations', 't', 'e', 'joint venture', 'b', 'a', 'a', 'evaluation of', 'e', 'evaluation is', 'enablement', 'Bg', 'e', 'e']  | target:  ['elab-addition', 'bg-general', 'evaluation', 'joint', 'elab-process_step', 'joint', 'bg-general', 'result', 'attribution', 'evaluation', 'elab-aspect', 'evaluation', 'enablement', 'bg-general', 'elab-addition', 'elab-addition']
preds:  ['evaluation of', 'joint joint', 'e', 'evaluations', 'e', 'e', 'e', 'is the', 'e', 'evaluations', 'e', '', 'joint joint', 'comparisons', 'e', 'evaluation']  | target:  ['evaluation', 'joint', 'elab-addition', 'evaluation', 'elab-addition', 'elab-enumember', 'elab-addition', 'attribution', 'elab-addition', 'evaluation', 'elab-addition', 'attribution', 'joint', 'comparison', 'elab-addition', 'evaluation']
preds:  ['s', 'e', 'e', 'evaluation is', 'e', 'joint venture', 'e', 'enablement', 'manner-', '', 'BG', 'enablement', 'b', 'e', 'e', 'e']  | target:  ['joint', 'elab-addition', 'elab-addition', 'evaluation', 'elab-addition', 'joint', 'elab-process_step', 'enablement', 'manner-means', 'joint', 'bg-general', 'enablement', 'bg-general', 'elab-addition', 'elab-process_step', 'elab-addition']
preds:  [',', 'joint venture', 'b', 'e', 'joint', 'e', 'a', 'part of', 'e', 'e', 'e', 'evaluation of', 'e', 'e', 'enablement', 'e']  | target:  ['contrast', 'joint', 'bg-general', 'elab-addition', 'joint', 'elab-addition', 'summary', 'joint', 'elab-addition', 'elab-addition', 'elab-process_step', 'evaluation', 'elab-addition', 'elab-addition', 'enablement', 'elab-addition']
preds:  ['a', 'joint venture', 'jointe', 'co-', 'e', ';', 'joint ', '', 'enablement', 'b', 'joint venture', 'a', 'e', 'e', 'b', 'manner-']  | target:  ['evaluation', 'joint', 'joint', 'joint', 'elab-enumember', 'result', 'joint', 'evaluation', 'enablement', 'bg-general', 'joint', 'joint', 'elab-aspect', 'elab-addition', 'bg-general', 'manner-means']
preds:  ['enablement', 'enablement', 'co-', 'e', 'e', 'e', 'jointness', 'joint ', 'jun', 'joint goals', 'e', 'e', 'joint ', 'b', 'b', 'joint joint']  | target:  ['enablement', 'enablement', 'joint', 'elab-addition', 'elab-aspect', 'elab-addition', 'joint', 'joint', 'joint', 'joint', 'elab-addition', 'elab-addition', 'joint', 'bg-general', 'bg-general', 'joint']
preds:  ['e', 'a', 'ance', 'e', 'e', 'is ', 'enablement', 'e', 'e', 'b', 'e', 'joint venture', 'a', 'e', 'e', 'evaluations']  | target:  ['elab-addition', 'joint', 'attribution', 'elab-addition', 'elab-addition', 'attribution', 'enablement', 'elab-addition', 'elab-addition', 'bg-general', 'elab-addition', 'joint', 'attribution', 'elab-addition', 'elab-process_step', 'evaluation']
preds:  ['-', 'e', 'e', 'e', 'b', 'joint joint', 'b', 'joint joint', 'result in', 'e', 'a', 'e', 'evaluation of', 'enablement', 'e', 'b']  | target:  ['manner-means', 'elab-addition', 'elab-addition', 'elab-addition', 'bg-general', 'joint', 'bg-goal', 'joint', 'result', 'elab-addition', 'attribution', 'elab-addition', 'evaluation', 'enablement', 'elab-addition', 'bg-general']
preds:  ['joint ', 'joint and', 'e', 'e', '', 'enablement', 'BG', '-', 'enablement', 'joint ', 'Allowance', 'e', 'attribution', 'e', 'joint venture', 'contrast ']  | target:  ['joint', 'joint', 'elab-addition', 'elab-addition', 'joint', 'enablement', 'bg-general', 'manner-means', 'enablement', 'joint', 'enablement', 'elab-addition', 'attribution', 'elab-process_step', 'joint', 'contrast']
preds:  ['e', 'joint ', 'r', 'e', 'e', 'evaluations', 'e', 'e', 'e', 'commonality', 'e', 'manner-', 'conjointly', 'e', 'e', 'e']  | target:  ['elab-addition', 'joint', 'joint', 'elab-addition', 'elab-addition', 'evaluation', 'elab-addition', 'elab-enumember', 'elab-addition', 'joint', 'elab-addition', 'manner-means', 'joint', 'elab-addition', 'elab-process_step', 'elab-addition']
preds:  ['e', 'is the', '', 'progression of', 'b', 'a', 'e', 'ROOT', 'enablement', 'joint joint', 'e', 'a', 'a', ',', 'contrasts', 'exp-']  | target:  ['elab-addition', 'enablement', 'joint', 'progression', 'bg-goal', 'attribution', 'elab-addition', 'ROOT', 'enablement', 'joint', 'elab-addition', 'comparison', 'attribution', 'joint', 'contrast', 'exp-reason']
preds:  ['enablement', 'e', 'e', 'evaluations', 'joint office', 'enablement', 'e', 'e', 'comparing', 'a', 's', 'enablement', 'evaluation of', 's', 'b', 'manner-']  | target:  ['enablement', 'elab-addition', 'elab-addition', 'evaluation', 'joint', 'enablement', 'elab-addition', 'elab-addition', 'comparison', 'joint', 'joint', 'enablement', 'evaluation', 'joint', 'bg-general', 'manner-means']
preds:  ['e', 'e', 'e', 'e', 'evaluation of', 'g', 'e', 'b', 'a', 'b', 'b', 'habilit', 'e', 'e', 's', 'b']  | target:  ['elab-addition', 'elab-process_step', 'evaluation', 'elab-addition', 'evaluation', 'bg-general', 'elab-process_step', 'bg-general', 'joint', 'bg-general', 'bg-general', 'enablement', 'elab-addition', 'elab-addition', 'joint', 'bg-general']
preds:  ['a', '', '', 'a', 'e', 'b', 'b', 'BG', 'e', 'e', 'e', 'enablement', 'e', 'result:', 'joint joint', 'b']  | target:  ['evaluation', 'joint', 'joint', 'enablement', 'elab-addition', 'bg-general', 'bg-general', 'bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'enablement', 'elab-addition', 'result', 'joint', 'bg-general']
preds:  ['e', 'e', ',', 'enablement', 'e', 'b', 'exp-', '-', 'b', 'enablement', 'e', 'evaluations', 'progression:', 'joint ', 'Joint Joint', 'e']  | target:  ['elab-addition', 'elab-addition', 'joint', 'enablement', 'elab-addition', 'bg-general', 'exp-reason', 'manner-means', 'bg-general', 'enablement', 'elab-addition', 'evaluation', 'progression', 'joint', 'joint', 'elab-addition']
preds:  ['b', 'e', 'e', 'enablement', 'e', 'a', 'joint-', 'b', 'e', 'b', 'Joint Joint', '-', 'e', 'enablement', 'exp-', 'evaluation of']  | target:  ['bg-general', 'elab-addition', 'elab-addition', 'enablement', 'elab-addition', 'attribution', 'joint', 'bg-general', 'elab-addition', 'bg-general', 'joint', 'bg-general', 'elab-addition', 'enablement', 'exp-reason', 'evaluation']
preds:  ['e', 'e', 'e', 'a', 'co-', 'joint venture', 'e', 'a', 'joint', 'attribution', 'b', 'b', 'e', 'b', 'joint', 'b']  | target:  ['elab-addition', 'elab-addition', 'elab-addition', 'contrast', 'joint', 'joint', 'elab-addition', 'joint', 'joint', 'attribution', 'bg-general', 'bg-goal', 'elab-addition', 'bg-general', 'joint', 'bg-general']
preds:  ['Genesis ', 'co-', 'joint ', 'e', 'e', 'e', 'e', 'e', 'attribution', 'b', 'a', 'temporal', 'joint ', 'joint ', '', 'a']  | target:  ['attribution', 'joint', 'joint', 'elab-enumember', 'elab-addition', 'elab-enumember', 'elab-addition', 'elab-addition', 'attribution', 'bg-general', 'attribution', 'temporal', 'joint', 'joint', 'joint', 'enablement']
preds:  ['evaluation', 'attribution', 'joint is', 'b', 'progression', 'a', 'joint-', 'a', 'joint ', 'enablement', 'a', 'enablement', 'joint joint', 'gemeinsame', 'b', 'b']  | target:  ['evaluation', 'attribution', 'joint', 'bg-general', 'progression', 'enablement', 'joint', 'enablement', 'joint', 'enablement', 'attribution', 'enablement', 'joint', 'joint', 'bg-general', 'bg-general']
preds:  ['enablement', 'comparison ', 'e', 'co-', 'e', 'e', 'evaluations', 'b', 'joint venture', 'e', 'a', 'evaluations', 'a', 'e', 'a', 'e']  | target:  ['enablement', 'comparison', 'elab-addition', 'joint', 'elab-addition', 'enablement', 'evaluation', 'bg-general', 'joint', 'elab-enumember', 'attribution', 'evaluation', 'joint', 'elab-addition', 'cause', 'elab-addition']
preds:  ['attribution', 'temporal', 'e', 'joint', 'e', 'enablement', 'e', 'e', '', 'e', 'enablement', 'b', 'e', 'joint', 'b', 'e']  | target:  ['attribution', 'temporal', 'elab-addition', 'joint', 'elab-addition', 'enablement', 'elab-addition', 'elab-addition', 'attribution', 'elab-addition', 'enablement', 'bg-general', 'elab-addition', 'joint', 'bg-general', 'elab-addition']
preds:  ['a', 'joint joint', 'b', 'e', 'b', 'evaluation', 'contrast', 'joint joint', 'progression of', 'e', 'GB', 'a', 'b', 'joint ', 'joint', 'e']  | target:  ['attribution', 'joint', 'bg-goal', 'elab-addition', 'bg-general', 'evaluation', 'contrast', 'joint', 'progression', 'elab-addition', 'bg-goal', 'enablement', 'bg-goal', 'joint', 'joint', 'elab-addition']
preds:  ['coher', 'manner-', 'a', 'result in', 'e', 'a', 'e', 'e', 'GB', 'e', 'is the', 'comparison of', 'enablement', 'enablement', 'e', '']  | target:  ['joint', 'manner-means', 'enablement', 'result', 'elab-addition', 'evaluation', 'elab-addition', 'elab-process_step', 'bg-goal', 'elab-addition', 'attribution', 'comparison', 'enablement', 'enablement', 'elab-addition', 'joint']
preds:  ['e', 'e', 'e', 'e', 'joint', '-', 'co-', 'b', 'joint venture', 'b', 'b', 'joint ', 'GB', 'e', 'the evaluation', 'e']  | target:  ['elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'joint', 'joint', 'bg-general', 'joint', 'bg-general', 'bg-general', 'joint', 'bg-general', 'elab-addition', 'evaluation', 'elab-addition']
preds:  ['e', 'e', 'e', 'e', 'a', 'e', 'e', 'evaluation', 'y', 'e', 'a', 'e', 'e', 'enablement', 'joint', 'joint joint']  | target:  ['elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'attribution', 'elab-addition', 'elab-addition', 'evaluation', 'joint', 'elab-addition', 'joint', 'elab-addition', 'elab-addition', 'enablement', 'joint', 'joint']
preds:  ['g', 'e', 'b', 's', 'e', 'e', 'exp-', 'b', 'joint ', 'e', 'e', 'e', 'comparisons', 'evaluation of', 'e', 'b']  | target:  ['bg-general', 'elab-addition', 'bg-general', 'joint', 'elab-addition', 'elab-addition', 'exp-reason', 'bg-goal', 'joint', 'elab-addition', 'elab-addition', 'elab-addition', 'comparison', 'evaluation', 'elab-addition', 'bg-general']
preds:  ['e', 's', 'to the', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'joint health', 'enable ', 'evaluations', 'joint ', 'joint ', 'a']  | target:  ['elab-addition', 'joint', 'enablement', 'elab-addition', 'bg-goal', 'elab-aspect', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'enablement', 'evaluation', 'joint', 'joint', 'enablement']
preds:  ['e', 'joint is', 'jointing', 'a', 'e', 'joint ', 'tor', 'jointness', 'b', 'e', 'co-', 'e', 'joint', ',', 'joint', 'temporal']  | target:  ['elab-addition', 'joint', 'joint', 'enablement', 'elab-addition', 'joint', 'joint', 'joint', 'bg-general', 'elab-addition', 'joint', 'elab-process_step', 'joint', 'comparison', 'joint', 'temporal']
preds:  ['Enable', 'joint venture', 'b', 'evaluation', 'is ', 'joint venture', 'e', 'joint and', ',', 'e', 'enablement', 'b', 'e', 'a', 'enablement', 'enablement']  | target:  ['enablement', 'joint', 'bg-general', 'evaluation', 'attribution', 'joint', 'elab-aspect', 'joint', 'joint', 'elab-addition', 'enablement', 'bg-general', 'elab-addition', 'attribution', 'enablement', 'enablement']
preds:  ['b', 'b', '-', 'e', 'e', 'e', 'b', 'b', 'b', '', 'joint joint', 'joint', 'joint is', 'e', 'e', 'b']  | target:  ['bg-general', 'bg-general', 'joint', 'elab-addition', 'elab-addition', 'elab-addition', 'bg-goal', 'bg-general', 'bg-general', 'joint', 'joint', 'joint', 'joint', 'elab-addition', 'elab-addition', 'bg-general']
preds:  ['e', 'e', 'e', 'joint joint', 'e', 'e', 'e', 'joint ', 'e', 'e', 'l', 'joints joint', 'joint', 'enablement', 'b', 'evaluation']  | target:  ['elab-addition', 'elab-addition', 'elab-addition', 'joint', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'elab-addition', 'elab-addition', 'joint', 'joint', 'joint', 'enablement', 'bg-general', 'evaluation']
preds:  ['condition of', 'e', 'mobility', 'evaluations', 'b', 'e', 'e', 'evaluations', 'e', 'enable', 'comparisons', 'b', 'e', 'b', 'e', 'circumstan']  | target:  ['condition', 'elab-addition', 'enablement', 'evaluation', 'bg-general', 'elab-addition', 'elab-addition', 'evaluation', 'elab-addition', 'enablement', 'comparison', 'bg-general', 'elab-addition', 'bg-general', 'elab-addition', 'attribution']
preds:  ['evaluation', 'e', 'progression of', 'enablement', 'e', 'evaluations', 'b', 'comparisons', 'e', 'e', 'b', 'joint', 'evaluations', 'e', 'e', 'e']  | target:  ['evaluation', 'elab-addition', 'progression', 'enablement', 'elab-addition', 'evaluation', 'bg-general', 'comparison', 'elab-addition', 'elab-addition', 'bg-general', 'joint', 'evaluation', 'elab-addition', 'elab-addition', 'elab-addition']
preds:  ['a', 'e', '', 'b', 'evaluation evaluation', 'b', 'is ', 'e', 'g', 'e', 'attribution', 'manner-', '', 'e', 'b', 'e']  | target:  ['attribution', 'elab-process_step', 'joint', 'bg-general', 'evaluation', 'bg-general', 'attribution', 'elab-addition', 'bg-general', 'elab-addition', 'attribution', 'manner-means', 'joint', 'elab-addition', 'bg-goal', 'elab-addition']
preds:  ['e', 'progression of', 'e', 'a', 'member of', 'i', 'e', 'e', 'e', 'e', 'enablement', 'e', 'e', 'e', 'is ', 's']  | target:  ['elab-addition', 'progression', 'elab-addition', 'attribution', 'joint', 'comparison', 'elab-process_step', 'elab-addition', 'elab-addition', 'elab-process_step', 'enablement', 'elab-addition', 'exp-evidence', 'elab-addition', 'attribution', 'manner-means']
preds:  ['e', '-', 'e', 's', 'joint joint', 'e', '-', 'e', '-', 'b', 'joint joint', 'e', 'joint ', 'b', 'e', 'e']  | target:  ['elab-addition', 'manner-means', 'elab-addition', 'joint', 'joint', 'elab-addition', 'bg-general', 'elab-addition', 'manner-means', 'bg-compare', 'joint', 'elab-process_step', 'joint', 'bg-general', 'elab-addition', 'elab-addition']
preds:  ['progression of', 'joint ', 'e', 'temporal', 'e', '-', 'e', 'joint venture', 'exp-', 'joint', 'may be', ',', 'e', 'enablement', 'e', 'e']  | target:  ['progression', 'joint', 'elab-aspect', 'temporal', 'elab-enumember', 'manner-means', 'elab-enumember', 'joint', 'exp-reason', 'joint', 'attribution', 'joint', 'elab-aspect', 'enablement', 'elab-addition', 'elab-process_step']
preds:  ['joint is', 'e', 'e', 'co-', 'joint ', 'e', 'enablement', 'e', 'evaluation of', 'jointness', 'e', 'enablement', 'joint venture', 'temporal', 'a', '']  | target:  ['joint', 'elab-addition', 'elab-addition', 'joint', 'joint', 'elab-addition', 'enablement', 'elab-addition', 'evaluation', 'joint', 'elab-addition', 'enablement', 'joint', 'temporal', 'enablement', 'joint']
preds:  ['e', 'e', 'e', 'enablement', 'enablement', 'e', 'e', 'e', 'joint ', 'joint is', 'joint ', 'evaluations', 'e', 'e', 'joint ', 'e']  | target:  ['elab-addition', 'elab-addition', 'elab-addition', 'enablement', 'enablement', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'joint', 'joint', 'evaluation', 'elab-addition', 'elab-addition', 'joint', 'elab-addition']
preds:  ['enablement', 'evaluation', 's', 'e', 'evaluation', 'the ', 'e', 'a', 'enablement', 'e', 'result', 's', 'Enable', 'e', 'e', 'e']  | target:  ['enablement', 'evaluation', 'joint', 'elab-addition', 'evaluation', 'result', 'elab-enumember', 'enablement', 'enablement', 'elab-aspect', 'result', 'joint', 'enablement', 'elab-addition', 'elab-addition', 'elab-addition']
preds:  ['G-', 'enablement']  | target:  ['bg-general', 'enablement']
