doc	unit1_toks	unit2_toks	unit1_txt	unit2_txt	perplexity_score	original_unit1_txt	original_unit2_txt	sentiment_score_1	sentiment_score_2	sentiment_graded_agreement	sentiment_agreement	s1_toks	s2_toks	unit1_sent	unit2_sent	dir	nuc_children	sat_children	genre	u1_discontinuous	u2_discontinuous	u1_issent	u2_issent	u1_length	u2_length	length_ratio	u1_speaker	u2_speaker	same_speaker	u1_func	u1_pos	u1_depdir	u2_func	u2_pos	u2_depdir	doclen	u1_position	u2_position	percent_distance	distance	lex_overlap_words	lex_overlap_length	unit1_case	unit2_case	label
maz-9650	3-10	11-30	Lange hat sich die Europäische Zentralbank gesträubt .	Doch gestern hat sie auf die schwache Konjunktur mit einer kräftigen Leitzinssenkung um 0,5 Prozentpunkte auf 3,25 Prozent reagiert .	92.43066787719727	Lange hat sich die Europäische Zentralbank gesträubt .	Doch gestern hat sie auf die schwache Konjunktur mit einer kräftigen Leitzinssenkung um 0,5 Prozentpunkte auf 3,25 Prozent reagiert .	neutral	neutral	StrongAgree	Agree	3-10	11-30	Lange hat sich die Europäische Zentralbank gesträubt .	Doch gestern hat sie auf die schwache Konjunktur mit einer kräftigen Leitzinssenkung um 0,5 Prozentpunkte auf 3,25 Prozent reagiert .	1>2	2	0	news	False	False	True	True	8	20	0.4	none	none	True	root	VVPP	ROOT	root	VVPP	ROOT	151	0.02	0.073	0.053	1	_	0	cap_initial	cap_initial	antithesis
maz-15347	39-56	57-77	Solche Fragen beschäftigten auch die Besucher , die regelmäßig in den Klub in der Papenbrucher Chaussee kommen .	Ähnliche Probleme kennt man zum Beispiel auch vom Arbeitslosentreff in der Rheinsberger Straße oder dem Frauen- und Mädchentreff am Marktplatz .	92.60157012939453	Solche Fragen beschäftigten auch die Besucher , die regelmäßig in den Klub in der Papenbrucher Chaussee kommen .	Ähnliche Probleme kennt man zum Beispiel auch vom Arbeitslosentreff in der Rheinsberger Straße oder dem Frauen- und Mädchentreff am Marktplatz .	neutral	neutral	StrongAgree	Agree	39-56	57-77	Solche Fragen beschäftigten auch die Besucher , die regelmäßig in den Klub in der Papenbrucher Chaussee kommen .	Ähnliche Probleme kennt man zum Beispiel auch vom Arbeitslosentreff in der Rheinsberger Straße oder dem Frauen- und Mädchentreff am Marktplatz .	1<2	1	0	news	False	False	True	True	18	21	0.857	none	none	True	root	VVFIN	ROOT	root	VVFIN	ROOT	204	0.191	0.279	0.088	1	_	0	cap_initial	cap_initial	list
maz-15209	24-37	126-145	Die Regionale Verkehrsgesellschaft Dahme-Spreewald ( RVS ) befördert täglich Menschen mit unterschiedlichen Bedürfnissen :	Deshalb ist es lobenswert , dass die RVS sich bemüht , so schnell wie möglich auf Kundenbeschwerden zu reagieren .	93.44784545898438	Die Regionale Verkehrsgesellschaft Dahme-Spreewald ( RVS ) befördert täglich Menschen mit unterschiedlichen Bedürfnissen :	Deshalb ist es lobenswert , dass die RVS sich bemüht , so schnell wie möglich auf Kundenbeschwerden zu reagieren .	neutral	positive	Agree	Disagree	24-37	126-145	Die Regionale Verkehrsgesellschaft Dahme-Spreewald ( RVS ) befördert täglich Menschen mit unterschiedlichen Bedürfnissen :	Deshalb ist es lobenswert , dass die RVS sich bemüht , so schnell wie möglich auf Kundenbeschwerden zu reagieren .	1<2	3	2	news	False	False	True	True	14	20	0.7	none	none	True	root	VVFIN	ROOT	root	ADJD	ROOT	193	0.124	0.653	0.528	13	RVS	1	cap_initial	cap_initial	joint
maz-1818	19-49	76-97	Wohl niemand hätte sich vor dem 11. September vorstellen können , dass die in den 70er Jahren gegen die RAF erprobte und bewährte Rasterfahndung innerhalb kürzester Zeit wieder eingeführt würde -	Die PDS stellt in diesen Tagen hingegen erneut unter Beweis , dass sie noch immer nicht im vereinten Deutschland angekommen ist .	94.03369140625	Wohl niemand hätte sich vor dem 11. September vorstellen können , dass die in den 70er Jahren gegen die RAF erprobte und bewährte Rasterfahndung innerhalb kürzester Zeit wieder eingeführt würde -	Die PDS stellt in diesen Tagen hingegen erneut unter Beweis , dass sie noch immer nicht im vereinten Deutschland angekommen ist .	neutral	neutral	StrongAgree	Agree	19-61	76-97	Wohl niemand hätte sich vor dem 11. September vorstellen können , dass die in den 70er Jahren gegen die RAF erprobte und bewährte Rasterfahndung innerhalb kürzester Zeit wieder eingeführt würde - und dass diese Maßnahme sogar selbst von den Grünen begrüßt wird .	Die PDS stellt in diesen Tagen hingegen erneut unter Beweis , dass sie noch immer nicht im vereinten Deutschland angekommen ist .	1>2	3	2	news	False	False	False	True	31	22	1.409	none	none	True	root	VVINF	ROOT	root	VVFIN	ROOT	153	0.124	0.497	0.373	4	_	0	cap_initial	cap_initial	antithesis
maz-13311	6-11	35-49	Das ganze Leben ist ein Quiz	Die Entwicklung - vor allem im öffentlich-rechtlichen Fernsehen - geht stramm in Richtung Unterhaltung .	94.04170989990234	Das ganze Leben ist ein Quiz	Die Entwicklung - vor allem im öffentlich-rechtlichen Fernsehen - geht stramm in Richtung Unterhaltung .	neutral	neutral	StrongAgree	Agree	6-26	35-49	Das ganze Leben ist ein Quiz und wir sind nur die Kandidaten , sang bereits vor zehn Jahren Hape Kerkeling .	Die Entwicklung - vor allem im öffentlich-rechtlichen Fernsehen - geht stramm in Richtung Unterhaltung .	1>2	3	1	news	False	False	False	True	6	15	0.4	none	none	True	root	NN	ROOT	root	VVFIN	ROOT	158	0.038	0.222	0.184	3	_	0	title	cap_initial	background
maz-16987	9-41	53-63	Den Brief an die gemeinsame Landesplanung , in dem gegen den geplanten Luft-Boden-Schießplatz in der Kyritz-Ruppiner Heide protestiert wird , hatte Stadtverordnetenvorsitzender Thomas Settgast bereits auf der Sitzung am 14. November vorgelegt .	Besonders Mario Neubauer von der CDU-Fraktion hatte sich dafür ausgesprochen .	94.12629318237305	Den Brief an die gemeinsame Landesplanung , in dem gegen den geplanten Luft-Boden-Schießplatz in der Kyritz-Ruppiner Heide protestiert wird , hatte Stadtverordnetenvorsitzender Thomas Settgast bereits auf der Sitzung am 14. November vorgelegt .	Besonders Mario Neubauer von der CDU-Fraktion hatte sich dafür ausgesprochen .	neutral	neutral	StrongAgree	Agree	9-41	53-63	Den Brief an die gemeinsame Landesplanung , in dem gegen den geplanten Luft-Boden-Schießplatz in der Kyritz-Ruppiner Heide protestiert wird , hatte Stadtverordnetenvorsitzender Thomas Settgast bereits auf der Sitzung am 14. November vorgelegt .	Besonders Mario Neubauer von der CDU-Fraktion hatte sich dafür ausgesprochen .	1>2	5	1	news	False	False	True	True	33	11	3.0	none	none	True	root	VVPP	ROOT	root	VVPP	ROOT	182	0.049	0.291	0.242	2	_	0	cap_initial	cap_initial	background
maz-7220	59-92	113-121	Rumsfeld , der von Anfang an als Hardliner innerhalb der US-Regierung in Erscheinung trat , habe wohl klarmachen wollen , dass es sich um einen längeren Feldzug handeln werde , hieß es vage .	Was auch immer das im Einzelnen heißen mag .	94.17292022705078	Rumsfeld , der von Anfang an als Hardliner innerhalb der US-Regierung in Erscheinung trat , habe wohl klarmachen wollen , dass es sich um einen längeren Feldzug handeln werde , hieß es vage .	Was auch immer das im Einzelnen heißen mag .	neutral	neutral	StrongAgree	Agree	59-92	113-121	Rumsfeld , der von Anfang an als Hardliner innerhalb der US-Regierung in Erscheinung trat , habe wohl klarmachen wollen , dass es sich um einen längeren Feldzug handeln werde , hieß es vage .	Was auch immer das im Einzelnen heißen mag .	1<2	5	0	news	False	False	True	True	34	9	3.778	none	none	True	root	VVFIN	ROOT	root	VVINF	ROOT	174	0.339	0.649	0.31	2	_	0	cap_initial	cap_initial	interpretation
maz-13946	86-106	107-123	Eine Bürgerbefragung ergab jedoch , dass mehr als die Hälfte der Bewohner der Mittelstadt schon über den Wegzug nachgedacht hat .	Eine bedeutende Minderheit schätzt die Wohnqualität als " schlecht " oder " sehr schlecht " ein .	94.42353820800781	Eine Bürgerbefragung ergab jedoch , dass mehr als die Hälfte der Bewohner der Mittelstadt schon über den Wegzug nachgedacht hat .	Eine bedeutende Minderheit schätzt die Wohnqualität als " schlecht " oder " sehr schlecht " ein .	neutral	neutral	StrongAgree	Agree	86-106	107-123	Eine Bürgerbefragung ergab jedoch , dass mehr als die Hälfte der Bewohner der Mittelstadt schon über den Wegzug nachgedacht hat .	Eine bedeutende Minderheit schätzt die Wohnqualität als " schlecht " oder " sehr schlecht " ein .	1<2	4	0	news	False	False	True	True	21	17	1.235	none	none	True	root	VVFIN	ROOT	root	VVFIN	ROOT	184	0.467	0.582	0.114	1	Eine	1	cap_initial	cap_initial	list
maz-13311	88-111	141-158	Dass aber die gebührenfinanzierten Programme ihren Auftrag - die fernsehpublizistische und politische Grundversorgung zu sichern - zunehmend ignorieren , ist mehr als bedenklich .	kann das nicht darüber hinwegtäuschen , dass die Spaßgesellschaft längst auch beim öffentlich-rechtlichen Rundfunk den Ton angibt .	94.7656135559082	Dass aber die gebührenfinanzierten Programme ihren Auftrag - die fernsehpublizistische und politische Grundversorgung zu sichern - zunehmend ignorieren , ist mehr als bedenklich .	kann das nicht darüber hinwegtäuschen , dass die Spaßgesellschaft längst auch beim öffentlich-rechtlichen Rundfunk den Ton angibt .	neutral	neutral	StrongAgree	Agree	88-111	130-158	Dass aber die gebührenfinanzierten Programme ihren Auftrag - die fernsehpublizistische und politische Grundversorgung zu sichern - zunehmend ignorieren , ist mehr als bedenklich .	Wenn an Katastrophen-Tagen Sondersendungen wie der " ARD-Brennpunkt " laufen , kann das nicht darüber hinwegtäuschen , dass die Spaßgesellschaft längst auch beim öffentlich-rechtlichen Rundfunk den Ton angibt .	1<2	4	1	news	False	False	True	False	24	18	1.333	none	none	True	root	ADJD	ROOT	root	VVINF	ROOT	158	0.557	0.892	0.335	4	_	0	cap_initial	other	interpretation
maz-9612	149-159	160-175	Die Kommunen sind bisher sehr gelassen mit dem Problem umgegangen .	Sie haben es dem Landkreis Ost-prignitz-Ruppin überlassen , die nichtmilitärische Nutzung der Kyritz-Ruppiner Heide einzufordern .	95.59030532836914	Die Kommunen sind bisher sehr gelassen mit dem Problem umgegangen .	Sie haben es dem Landkreis Ost-prignitz-Ruppin überlassen , die nichtmilitärische Nutzung der Kyritz-Ruppiner Heide einzufordern .	neutral	neutral	StrongAgree	Agree	149-159	160-175	Die Kommunen sind bisher sehr gelassen mit dem Problem umgegangen .	Sie haben es dem Landkreis Ost-prignitz-Ruppin überlassen , die nichtmilitärische Nutzung der Kyritz-Ruppiner Heide einzufordern .	1<2	2	0	news	False	False	True	True	11	16	0.688	none	none	True	root	VVPP	ROOT	root	VVPP	ROOT	186	0.801	0.86	0.059	1	_	0	cap_initial	cap_initial	interpretation
maz-13153	159-165	166-173	Solche Aktivitäten sind nicht nur nachahmenswert ,	sondern auch ein Aushängeschild für die Region .	95.99205780029297	Solche Aktivitäten sind nicht nur nachahmenswert ,	sondern auch ein Aushängeschild für die Region .	neutral	neutral	StrongAgree	Agree	155-173	155-173	Und zum Weitermachen : Solche Aktivitäten sind nicht nur nachahmenswert , sondern auch ein Aushängeschild für die Region .	Und zum Weitermachen : Solche Aktivitäten sind nicht nur nachahmenswert , sondern auch ein Aushängeschild für die Region .	1<2	3	0	news	False	False	False	False	7	8	0.875	none	none	True	root	ADJD	ROOT	conj	NN	LEFT	179	0.888	0.927	0.039	1	_	0	cap_initial	title	conjunction
maz-16294	4-19	33-43	Der Ausbau des Flughafens Schönefeld wird nun auch für die PDS zu einer echten Gretchenfrage .	reiben sich die Genossen in der Region verwundert die Augen .	96.46181869506836	Der Ausbau des Flughafens Schönefeld wird nun auch für die PDS zu einer echten Gretchenfrage .	reiben sich die Genossen in der Region verwundert die Augen .	neutral	neutral	StrongAgree	Agree	4-19	20-43	Der Ausbau des Flughafens Schönefeld wird nun auch für die PDS zu einer echten Gretchenfrage .	Kaum haben sich ihre Verhandlungsführer in Berlin mit der SPD darauf geeinigt , reiben sich die Genossen in der Region verwundert die Augen .	1<2	1	1	news	False	False	True	False	16	11	1.455	none	none	True	root	NN	ROOT	conj	VVFIN	LEFT	195	0.021	0.169	0.149	2	_	0	cap_initial	other	reason
maz-3073	155-182	183-195	Und die Freude in den Gesichtern der Leute , die Handwagen ziehen , Pferdegespanne führen oder Erntemaschinen lenken , ist mindestens genau so groß wie der Ehrgeiz ,	mit dem sie sich im kommenden Jahr wieder in die Arbeit stürzen .	96.95526313781738	Und die Freude in den Gesichtern der Leute , die Handwagen ziehen , Pferdegespanne führen oder Erntemaschinen lenken , ist mindestens genau so groß wie der Ehrgeiz ,	mit dem sie sich im kommenden Jahr wieder in die Arbeit stürzen .	neutral	neutral	StrongAgree	Agree	155-195	155-195	Und die Freude in den Gesichtern der Leute , die Handwagen ziehen , Pferdegespanne führen oder Erntemaschinen lenken , ist mindestens genau so groß wie der Ehrgeiz , mit dem sie sich im kommenden Jahr wieder in die Arbeit stürzen .	Und die Freude in den Gesichtern der Leute , die Handwagen ziehen , Pferdegespanne führen oder Erntemaschinen lenken , ist mindestens genau so groß wie der Ehrgeiz , mit dem sie sich im kommenden Jahr wieder in die Arbeit stürzen .	1<2	2	0	news	False	False	False	False	28	13	2.154	none	none	True	root	ADJD	ROOT	acl	VVFIN	LEFT	226	0.686	0.81	0.124	1	_	0	cap_initial	other	e-elaboration
maz-12084	182-197	198-206	Doch wer sich wählen lässt , sollte die Courage aufbringen , unpopuläre Entscheidungen zu treffen ,	ohne sich ein schlechtes Gewissen einreden zu lassen .	97.3144302368164	Doch wer sich wählen lässt , sollte die Courage aufbringen , unpopuläre Entscheidungen zu treffen ,	ohne sich ein schlechtes Gewissen einreden zu lassen .	neutral	neutral	StrongAgree	Agree	182-206	182-206	Doch wer sich wählen lässt , sollte die Courage aufbringen , unpopuläre Entscheidungen zu treffen , ohne sich ein schlechtes Gewissen einreden zu lassen .	Doch wer sich wählen lässt , sollte die Courage aufbringen , unpopuläre Entscheidungen zu treffen , ohne sich ein schlechtes Gewissen einreden zu lassen .	1<2	2	0	news	False	False	False	False	16	9	1.778	none	none	True	root	VVINF	ROOT	advcl	VVINF	LEFT	206	0.883	0.961	0.078	1	_	0	cap_initial	other	joint
maz-1818	76-97	133-153	Die PDS stellt in diesen Tagen hingegen erneut unter Beweis , dass sie noch immer nicht im vereinten Deutschland angekommen ist .	Es bleibt abzuwarten , ob das realitätsferne Herumlavieren der Partei bereits bei der Berlin-Wahl am 21. Oktober Folgen haben wird .	97.5627326965332	Die PDS stellt in diesen Tagen hingegen erneut unter Beweis , dass sie noch immer nicht im vereinten Deutschland angekommen ist .	Es bleibt abzuwarten , ob das realitätsferne Herumlavieren der Partei bereits bei der Berlin-Wahl am 21. Oktober Folgen haben wird .	neutral	neutral	StrongAgree	Agree	76-97	133-153	Die PDS stellt in diesen Tagen hingegen erneut unter Beweis , dass sie noch immer nicht im vereinten Deutschland angekommen ist .	Es bleibt abzuwarten , ob das realitätsferne Herumlavieren der Partei bereits bei der Berlin-Wahl am 21. Oktober Folgen haben wird .	1<2	3	0	news	False	False	True	True	22	21	1.048	none	none	True	root	VVFIN	ROOT	root	VVFIN	ROOT	153	0.497	0.869	0.373	4	_	0	cap_initial	cap_initial	evaluation-s
maz-14384	127-144	145-161	Der wunderbare Mischwald am Rande der Stadt entfaltet aber nicht nur eine nostalgische Wirkung auf die Menschen .	Er ist nach wie vor Anziehungspunkt für Spaziergänger , Radler , Läufer und Naturliebhaber jeden Alters -	97.97184371948242	Der wunderbare Mischwald am Rande der Stadt entfaltet aber nicht nur eine nostalgische Wirkung auf die Menschen .	Er ist nach wie vor Anziehungspunkt für Spaziergänger , Radler , Läufer und Naturliebhaber jeden Alters -	neutral	neutral	StrongAgree	Agree	127-144	145-171	Der wunderbare Mischwald am Rande der Stadt entfaltet aber nicht nur eine nostalgische Wirkung auf die Menschen .	Er ist nach wie vor Anziehungspunkt für Spaziergänger , Radler , Läufer und Naturliebhaber jeden Alters - wenngleich es vielleicht nicht mehr so ist wie früher .	1<2	4	1	news	False	False	True	False	18	17	1.059	none	none	True	root	VVFIN	ROOT	root	NN	ROOT	212	0.599	0.684	0.085	1	_	0	cap_initial	cap_initial	joint
maz-19012	95-115	116-126	Es kann also keine Rede davon sein , dass die weiße Weihnacht ein Phänomen ist , das der Vergangenheit angehört .	In diesem Jahr reichte sie bis weit in den Süden .	98.61889266967773	Es kann also keine Rede davon sein , dass die weiße Weihnacht ein Phänomen ist , das der Vergangenheit angehört .	In diesem Jahr reichte sie bis weit in den Süden .	neutral	neutral	StrongAgree	Agree	95-115	116-126	Es kann also keine Rede davon sein , dass die weiße Weihnacht ein Phänomen ist , das der Vergangenheit angehört .	In diesem Jahr reichte sie bis weit in den Süden .	1<2	5	1	news	False	False	True	True	21	11	1.909	none	none	True	root	NN	ROOT	root	VVFIN	ROOT	212	0.448	0.547	0.099	1	_	0	cap_initial	cap_initial	evidence
maz-17706	108-113	197-208	Das ist eine zwiespältige Entscheidung .	doch sich auf seinen Lorbeeren ausruhen - das kann er nicht .	98.79052734375	Das ist eine zwiespältige Entscheidung .	doch sich auf seinen Lorbeeren ausruhen - das kann er nicht .	neutral	neutral	StrongAgree	Agree	108-113	190-208	Das ist eine zwiespältige Entscheidung .	Der Landrat hat die Wahl gewonnen , doch sich auf seinen Lorbeeren ausruhen - das kann er nicht .	1<2	4	1	news	False	False	True	False	6	12	0.5	none	none	True	root	NN	ROOT	conj	VVINF	LEFT	208	0.519	0.947	0.428	9	_	0	cap_initial	other	interpretation
maz-11670	2-12	13-36	Tränen flossen gestern zum Volkstrauertag auf dem Friedhof von Langen .	Noch mehr als 56 Jahre nach dem Ende des Zweiten Weltkriegs trauern Menschen um den Verlust eines geliebten Mannes , Vaters oder Kindes .	99.81773376464844	Tränen flossen gestern zum Volkstrauertag auf dem Friedhof von Langen .	Noch mehr als 56 Jahre nach dem Ende des Zweiten Weltkriegs trauern Menschen um den Verlust eines geliebten Mannes , Vaters oder Kindes .	neutral	neutral	StrongAgree	Agree	2-12	13-36	Tränen flossen gestern zum Volkstrauertag auf dem Friedhof von Langen .	Noch mehr als 56 Jahre nach dem Ende des Zweiten Weltkriegs trauern Menschen um den Verlust eines geliebten Mannes , Vaters oder Kindes .	1>2	1	0	news	False	False	True	True	11	24	0.458	none	none	True	root	VVFIN	ROOT	root	VVFIN	ROOT	193	0.01	0.067	0.057	1	_	0	cap_initial	cap_initial	result
maz-14384	14-21	22-32	da können sie schon in Erinnerungen schwelgen .	Voll des Lobes waren Mitglieder des Pritzwalker Bauausschusses am Mittwoch ,	100.46990966796875	da können sie schon in Erinnerungen schwelgen .	Voll des Lobes waren Mitglieder des Pritzwalker Bauausschusses am Mittwoch ,	neutral	neutral	StrongAgree	Agree	5-21	22-47	Wenn ältere Pritzwalker aufs Hainholz zu sprechen kommen , da können sie schon in Erinnerungen schwelgen .	Voll des Lobes waren Mitglieder des Pritzwalker Bauausschusses am Mittwoch , als ein Bericht über die Bewirtschaftung des Stadtforstes auf der Tagesordnung ihrer Sitzung stand .	1>2	3	1	news	False	False	False	False	8	11	0.727	none	none	True	root	VVINF	ROOT	root	NN	ROOT	212	0.066	0.104	0.038	1	_	0	other	title	background
